g | n1 | w1g | n2 | w2g
[('b', -1), ('a', 1), ('b', -3), ('a', -2), ('b', 5)] | 33 | 001022020022111222020122121112201 | 4 | 0000
[('a', 3), ('b', -4), ('a', -2), ('b', -3), ('a', 2)] | 33 | 000222111102202012212122202012211 | 4 | 1010
[('a', -2), ('b', -3), ('a', 5), ('b', 3), ('a', -3)] | 33 | 000122121222020112211122201022212 | 10 | 0020101010
[('b', 5), ('a', -2), ('b', -4), ('a', -3), ('b', -2)] | 34 | 0011122010122121102202022212112202 | 4 | 0000
[('a', 3), ('b', -2), ('a', 2), ('b', 3), ('a', -4)] | 33 | 000222111122020122111222010102212 | 4 | 0000
[('a', -3), ('b', -5), ('a', -1), ('b', -2), ('a', 3)] | 33 | 000222121112202002212112202022211 | 4 | 0000
[('b', -4), ('a', -2), ('b', -3), ('a', 3), ('b', -4)] | 34 | 0011022020122121222020222111102202 | 4 | 0000
[('b', -5), ('a', -3), ('b', -4), ('a', 1), ('b', 3)] | 34 | 0011122020222121102202002211122201 | 4 | 0000
[('b', -3), ('a', 5), ('b', -2), ('a', -3), ('b', -1)] | 33 | 001222020112211112202022212102202 | 4 | 0000
[('b', 3), ('a', -4), ('b', 2), ('a', 2), ('b', -4)] | 34 | 0012220101022121122010122111102202 | 4 | 0000
[('a', 1), ('b', -3), ('a', 5), ('b', 1), ('a', -4)] | 34 | 0000221112220201122111022010102212 | 4 | 0000
[('b', -2), ('a', 5), ('b', -4), ('a', 3), ('b', 5)] | 35 | 00112202011221111022020222111112201 | 4 | 0000
[('b', -1), ('a', -1), ('b', -4), ('a', -2), ('b', -5)] | 34 | 0010220200221211022020122121112202 | 4 | 1010
[('b', -4), ('a', -1), ('b', 4), ('a', 3), ('b', 4)] | 35 | 00110220200221211022010222111102201 | 4 | 0000
[('b', 3), ('a', -4), ('b', -2), ('a', 1), ('b', 2)] | 33 | 001222010102212112202002211112201 | 6 | 000000
[('a', 5), ('b', 4), ('a', 4), ('b', 3), ('a', -3)] | 35 | 00011221111022010102211122201022212 | 4 | 1010
[('a', -5), ('b', 3), ('a', -3), ('b', 1), ('a', -1)] | 33 | 000112212122201022212102201002212 | 4 | 1010
[('a', 2), ('b', -4), ('a', -4), ('b', 5), ('a', -4)] | 36 | 000122111102202010221211122010102212 | 4 | 1010
[('b', -4), ('a', -2), ('b', -2), ('a', -3), ('b', -4)] | 34 | 0011022020122121122020222121102202 | 4 | 0000
[('a', 2), ('b', -1), ('a', 5), ('b', 2), ('a', -4)] | 34 | 0001221110220201122111122010102212 | 4 | 1010
[('b', 3), ('a', 2), ('b', -1), ('a', 1), ('b', 5)] | 33 | 001222010122111022020022111112201 | 4 | 1010
[('b', 1), ('a', -1), ('b', 4), ('a', -2), ('b', -4)] | 34 | 0010220100221211022010122121102202 | 4 | 1010
[('a', -3), ('b', 2), ('a', 3), ('b', 1), ('a', 4)] | 33 | 000222121122010222111022010102211 | 4 | 0000
[('b', 1), ('a', -5), ('b', 4), ('a', -3), ('b', 4)] | 35 | 00102201011221211022010222121102201 | 4 | 0000
[('a', -4), ('b', -5), ('a', 4), ('b', 2), ('a', 2)] | 35 | 00010221211122020102211112201012211 | 4 | 0000
[('a', 1), ('b', -5), ('a', 4), ('b', 2), ('a', -4)] | 35 | 00002211111220201022111122010102212 | 4 | 0000
[('a', -3), ('b', -4), ('a', 4), ('b', 2), ('a', -2)] | 34 | 0002221211022020102211112201012212 | 4 | 0000
[('b', 2), ('a', 2), ('b', 5), ('a', 4), ('b', 4)] | 35 | 00112201012211111220101022111102201 | 4 | 1010
[('a', 3), ('b', 1), ('a', 2), ('b', 4), ('a', 4)] | 34 | 0002221110220101221111022010102211 | 4 | 1010
[('a', 5), ('b', -4), ('a', -5), ('b', 2), ('a', -1)] | 35 | 00011221111022020112212112201002212 | 4 | 0000
[('a', 5), ('b', 3), ('a', -5), ('b', -5), ('a', -3)] | 35 | 00011221112220101122121112202022212 | 4 | 1010
[('b', -5), ('a', 5), ('b', -2), ('a', -3), ('b', 1)] | 34 | 0011122020112211112202022212102201 | 4 | 0000
[('b', 3), ('a', 2), ('b', 1), ('a', 1), ('b', -5)] | 33 | 001222010122111022010022111112202 | 4 | 1010
[('b', 3), ('a', 2), ('b', 3), ('a', -3), ('b', -3)] | 32 | 00122201012211122201022212122202 | 4 | 0000
[('b', 5), ('a', 2), ('b', 2), ('a', 1), ('b', -4)] | 34 | 0011122010122111122010022111102202 | 6 | 000000
[('a', -5), ('b', -2), ('a', -3), ('b', -2), ('a', 2)] | 33 | 000112212112202022212112202012211 | 4 | 1010
[('a', -4), ('b', 2), ('a', 2), ('b', 2), ('a', -4)] | 34 | 0001022121122010122111122010102212 | 4 | 1010
[('a', 4), ('b', -4), ('a', -4), ('b', -4), ('a', -2)] | 36 | 000102211110220201022121102202012212 | 4 | 0000
[('a', -4), ('b', -2), ('a', 5), ('b', 1), ('a', 3)] | 34 | 0001022121122020112211102201022211 | 4 | 0000
[('b', 5), ('a', 4), ('b', 5), ('a', 5), ('b', 1)] | 36 | 001112201010221111122010112211102201 | 4 | 1010
[('a', -5), ('b', 2), ('a', 2), ('b', 2), ('a', 4)] | 34 | 0001122121122010122111122010102211 | 4 | 0000
[('b', -5), ('a', 4), ('b', 2), ('a', 5), ('b', -1)] | 35 | 00111220201022111122010112211102202 | 4 | 1010
[('a', 1), ('b', 2), ('a', -3), ('b', -2), ('a', -1)] | 32 | 00002211112201022212112202002212 | 6 | 000000
[('a', -4), ('b', 1), ('a', 4), ('b', -5), ('a', 3)] | 35 | 00010221210220101022111112202022211 | 4 | 1010
[('b', 2), ('a', 3), ('b', 5), ('a', -5), ('b', -4)] | 35 | 00112201022211111220101122121102202 | 4 | 0000
[('a', 1), ('b', 5), ('a', -5), ('b', -1), ('a', -3)] | 34 | 0000221111122010112212102202022212 | 4 | 0000
[('b', 4), ('a', 3), ('b', -4), ('a', -3), ('b', 4)] | 35 | 00110220102221111022020222121102201 | 4 | 1010
[('a', 5), ('b', 1), ('a', -3), ('b', 2), ('a', -4)] | 34 | 0001122111022010222121122010102212 | 4 | 0000
[('a', -1), ('b', -4), ('a', -2), ('b', 2), ('a', -5)] | 34 | 0000221211022020122121122010112212 | 4 | 0000
[('b', -1), ('a', -3), ('b', -1), ('a', -4), ('b', 3)] | 33 | 001022020222121022020102212122201 | 4 | 0000
[('a', 5), ('b', -5), ('a', 3), ('b', 2), ('a', -1)] | 34 | 0001122111112202022211112201002212 | 4 | 0000
[('a', -1), ('b', -4), ('a', -3), ('b', 5), ('a', 2)] | 34 | 0000221211022020222121112201012211 | 4 | 0000
[('a', 5), ('b', 2), ('a', 1), ('b', 3), ('a', -2)] | 33 | 000112211112201002211122201012212 | 4 | 0000
[('b', 5), ('a', -2), ('b', 1), ('a', 2), ('b', -2)] | 33 | 001112201012212102201012211112202 | 4 | 1010
[('a', -2), ('b', -1), ('a', -3), ('b', -5), ('a', 3)] | 33 | 000122121022020222121112202022211 | 4 | 0000
[('b', 2), ('a', 5), ('b', 4), ('a', -2), ('b', -2)] | 34 | 0011220101122111102201012212112202 | 4 | 1010
[('a', -3), ('b', 2), ('a', -1), ('b', 5), ('a', 3)] | 33 | 000222121122010022121112201022211 | 4 | 0000
[('b', 5), ('a', -3), ('b', -5), ('a', 4), ('b', 2)] | 35 | 00111220102221211122020102211112201 | 4 | 0000
[('b', -5), ('a', -4), ('b', -1), ('a', -5), ('b', 1)] | 35 | 00111220201022121022020112212102201 | 4 | 1010
[('b', -5), ('a', 4), ('b', 2), ('a', -5), ('b', 3)] | 35 | 00111220201022111122010112212122201 | 4 | 0000
[('b', 2), ('a', 4), ('b', -5), ('a', -3), ('b', 5)] | 35 | 00112201010221111122020222121112201 | 4 | 0000
[('b', -5), ('a', 3), ('b', -2), ('a', -4), ('b', -3)] | 34 | 0011122020222111122020102212122202 | 4 | 0000
[('b', 3), ('a', -2), ('b', 3), ('a', -3), ('b', 1)] | 32 | 00122201012212122201022212102201 | 4 | 0000
[('b', 5), ('a', 1), ('b', -2), ('a', 1), ('b', -1)] | 33 | 001112201002211112202002211102202 | 4 | 0000
[('a', -3), ('b', 4), ('a', -3), ('b', -1), ('a', 2)] | 33 | 000222121102201022212102202012211 | 4 | 0000
[('a', -4), ('b', 5), ('a', 4), ('b', -1), ('a', -3)] | 35 | 00010221211122010102211102202022212 | 4 | 1010
[('b', 2), ('a', -2), ('b', -3), ('a', -1), ('b', 5)] | 33 | 001122010122121222020022121112201 | 4 | 1010
[('b', 5), ('a', -4), ('b', -5), ('a', -4), ('b', 5)] | 37 | 0011122010102212111220201022121112201 | 4 | 0000
[('a', 5), ('b', -1), ('a', 4), ('b', -2), ('a', 2)] | 34 | 0001122111022020102211112202012211 | 4 | 0000
[('a', -4), ('b', -5), ('a', -1), ('b', 4), ('a', 4)] | 36 | 000102212111220200221211022010102211 | 4 | 0000
[('b', -3), ('a', 1), ('b', 3), ('a', -1), ('b', 4)] | 33 | 001222020022111222010022121102201 | 4 | 1010
[('b', 2), ('a', 3), ('b', -3), ('a', -3), ('b', -3)] | 32 | 00112201022211122202022212122202 | 4 | 1010
[('b', -1), ('a', -4), ('b', 3), ('a', 5), ('b', -3)] | 34 | 0010220201022121222010112211122202 | 4 | 0000
[('a', 2), ('b', -5), ('a', -2), ('b', 4), ('a', 3)] | 34 | 0001221111122020122121102201022211 | 4 | 1010
[('b', -3), ('a', -4), ('b', 3), ('a', 3), ('b', 2)] | 33 | 001222020102212122201022211112201 | 4 | 0000
[('a', 3), ('b', -4), ('a', 5), ('b', -3), ('a', -4)] | 35 | 00022211110220201122111222020102212 | 4 | 0000
[('b', 2), ('a', 1), ('b', -5), ('a', 4), ('b', -1)] | 34 | 0011220100221111122020102211102202 | 4 | 0000
[('a', 4), ('b', -2), ('a', -2), ('b', 3), ('a', -3)] | 33 | 000102211112202012212122201022212 | 4 | 0000
[('a', -2), ('b', 3), ('a', -4), ('b', 4), ('a', 5)] | 35 | 00012212122201010221211022010112211 | 4 | 0000
[('a', 4), ('b', -2), ('a', 3), ('b', 5), ('a', 1)] | 34 | 0001022111122020222111112201002211 | 4 | 0000
[('b', 1), ('a', 3), ('b', -2), ('a', 1), ('b', -5)] | 33 | 001022010222111122020022111112202 | 4 | 0000
[('b', -2), ('a', -4), ('b', -4), ('a', 2), ('b', 1)] | 34 | 0011220201022121102202012211102201 | 4 | 0000
[('a', -1), ('b', -5), ('a', -1), ('b', -3), ('a', -1)] | 33 | 000022121112202002212122202002212 | 4 | 1010
[('b', -3), ('a', 2), ('b', -4), ('a', 1), ('b', 1)] | 33 | 001222020122111102202002211102201 | 6 | 000000
[('a', -2), ('b', -3), ('a', -4), ('b', 5), ('a', -5)] | 35 | 00012212122202010221211122010112212 | 4 | 0000
[('b', 5), ('a', -2), ('b', -3), ('a', 4), ('b', -5)] | 35 | 00111220101221212220201022111112202 | 4 | 0000
[('b', -1), ('a', 5), ('b', -4), ('a', 3), ('b', 5)] | 35 | 00102202011221111022020222111112201 | 4 | 0000
[('b', 2), ('a', 3), ('b', 2), ('a', -3), ('b', 1)] | 32 | 00112201022211112201022212102201 | 4 | 1010
[('a', -5), ('b', 1), ('a', 4), ('b', 1), ('a', -5)] | 35 | 00011221210220101022111022010112212 | 4 | 1010
[('a', -4), ('b', -2), ('a', 1), ('b', -1), ('a', -3)] | 33 | 000102212112202002211102202022212 | 6 | 000000
[('a', 2), ('b', -5), ('a', 4), ('b', -5), ('a', -2)] | 35 | 00012211111220201022111112202012212 | 4 | 0000
[('a', 5), ('b', -5), ('a', 5), ('b', -4), ('a', 5)] | 37 | 0001122111112202011221111022020112211 | 6 | 000000
[('a', -1), ('b', 4), ('a', 3), ('b', -4), ('a', -5)] | 35 | 00002212110220102221111022020112212 | 6 | 000000
[('a', -3), ('b', 4), ('a', 3), ('b', 1), ('a', 3)] | 33 | 000222121102201022211102201022211 | 4 | 1010
[('a', 2), ('b', -1), ('a', -1), ('b', -5), ('a', -5)] | 34 | 0001221110220200221211122020112212 | 4 | 0000
[('b', 4), ('a', -5), ('b', 4), ('a', -4), ('b', -3)] | 36 | 001102201011221211022010102212122202 | 4 | 1010
[('a', -4), ('b', -4), ('a', 1), ('b', -1), ('a', -3)] | 34 | 0001022121102202002211102202022212 | 4 | 1010
[('a', 5), ('b', 5), ('a', 2), ('b', -2), ('a', 4)] | 35 | 00011221111122010122111122020102211 | 4 | 0000
[('a', -2), ('b', 4), ('a', -5), ('b', 3), ('a', -1)] | 34 | 0001221211022010112212122201002212 | 4 | 0000
[('a', 5), ('b', -3), ('a', 4), ('b', 2), ('a', -5)] | 35 | 00011221112220201022111122010112212 | 4 | 0000
[('a', 4), ('b', -2), ('a', -3), ('b', 4), ('a', 1)] | 34 | 0001022111122020222121102201002211 | 4 | 0000
[('a', 5), ('b', 3), ('a', -3), ('b', -4), ('a', 3)] | 34 | 0001122111222010222121102202022211 | 4 | 0000
[('a', 1), ('b', 5), ('a', 4), ('b', -4), ('a', 5)] | 36 | 000022111112201010221111022020112211 | 4 | 0000
[('a', -2), ('b', 5), ('a', -5), ('b', -2), ('a', -1)] | 34 | 0001221211122010112212112202002212 | 4 | 0000
[('a', 5), ('b', 3), ('a', 2), ('b', -2), ('a', -4)] | 34 | 0001122111222010122111122020102212 | 4 | 1010
[('b', -5), ('a', 3), ('b', 2), ('a', 1), ('b', 4)] | 34 | 0011122020222111122010022111102201 | 4 | 0000
[('b', -4), ('a', 4), ('b', 4), ('a', 4), ('b', 4)] | 37 | 0011022020102211110220101022111102201 | 4 | 0000
[('a', -5), ('b', 4), ('a', -4), ('b', 5), ('a', -4)] | 37 | 0001122121102201010221211122010102212 | 4 | 0000
[('a', 5), ('b', 5), ('a', 1), ('b', 3), ('a', -1)] | 34 | 0001122111112201002211122201002212 | 4 | 0000
[('b', 3), ('a', -1), ('b', 3), ('a', 1), ('b', 2)] | 32 | 00122201002212122201002211112201 | 4 | 1010
[('b', 3), ('a', 1), ('b', 5), ('a', 1), ('b', 1)] | 33 | 001222010022111112201002211102201 | 4 | 0000
[('b', 5), ('a', -2), ('b', -4), ('a', -1), ('b', 3)] | 34 | 0011122010122121102202002212122201 | 4 | 1010
[('a', -2), ('b', 1), ('a', -4), ('b', -1), ('a', 5)] | 34 | 0001221210220101022121022020112211 | 4 | 0000
[('a', -1), ('b', 1), ('a', -5), ('b', -4), ('a', 3)] | 34 | 0000221210220101122121102202022211 | 6 | 000000
[('a', -2), ('b', 3), ('a', 1), ('b', 4), ('a', -3)] | 33 | 000122121222010022111102201022212 | 4 | 0000
[('a', 5), ('b', -2), ('a', 4), ('b', -4), ('a', -2)] | 35 | 00011221111220201022111102202012212 | 4 | 0000
[('b', -4), ('a', -5), ('b', 5), ('a', 1), ('b', 1)] | 35 | 00110220201122121112201002211102201 | 4 | 0000
[('a', 5), ('b', -5), ('a', -4), ('b', -2), ('a', -4)] | 36 | 000112211111220201022121122020102212 | 4 | 1010
[('a', 3), ('b', -3), ('a', -1), ('b', 3), ('a', 2)] | 32 | 00022211122202002212122201012211 | 4 | 0000
[('a', -2), ('b', -1), ('a', 4), ('b', -1), ('a', -4)] | 34 | 0001221210220201022111022020102212 | 4 | 0000
[('a', -5), ('b', -1), ('a', 1), ('b', 3), ('a', 2)] | 33 | 000112212102202002211122201012211 | 4 | 0000
[('b', 5), ('a', -5), ('b', 3), ('a', 3), ('b', -2)] | 34 | 0011122010112212122201022211112202 | 4 | 0000
[('b', -3), ('a', -4), ('b', 1), ('a', 2), ('b', -5)] | 34 | 0012220201022121022010122111112202 | 4 | 0000
[('a', -4), ('b', -1), ('a', -3), ('b', 2), ('a', -5)] | 34 | 0001022121022020222121122010112212 | 4 | 1010
[('b', -1), ('a', -1), ('b', 1), ('a', 4), ('b', 5)] | 34 | 0010220200221210220101022111112201 | 4 | 1010
[('b', 3), ('a', -5), ('b', -5), ('a', -2), ('b', 5)] | 35 | 00122201011221211122020122121112201 | 4 | 0000
[('b', 3), ('a', 5), ('b', -5), ('a', 5), ('b', 5)] | 36 | 001222010112211111220201122111112201 | 4 | 0000
[('a', -5), ('b', -1), ('a', -5), ('b', -1), ('a', -5)] | 35 | 00011221210220201122121022020112212 | 4 | 1010
[('b', -1), ('a', -4), ('b', 2), ('a', 4), ('b', -2)] | 34 | 0010220201022121122010102211112202 | 4 | 1010
[('a', 2), ('b', -2), ('a', -2), ('b', 4), ('a', 1)] | 33 | 000122111122020122121102201002211 | 4 | 0000
[('b', -1), ('a', 3), ('b', -4), ('a', 5), ('b', -4)] | 35 | 00102202022211110220201122111102202 | 4 | 0000
[('a', 5), ('b', 4), ('a', -3), ('b', -3), ('a', -5)] | 35 | 00011221111022010222121222020112212 | 4 | 1010
[('b', -1), ('a', 1), ('b', 1), ('a', 5), ('b', 4)] | 34 | 0010220200221110220101122111102201 | 4 | 1010
[('a', 3), ('b', 1), ('a', 4), ('b', 1), ('a', 1)] | 33 | 000222111022010102211102201002211 | 4 | 0000
[('a', -3), ('b', -5), ('a', 2), ('b', 3), ('a', -1)] | 33 | 000222121112202012211122201002212 | 4 | 0000
[('a', 5), ('b', 2), ('a', 1), ('b', -2), ('a', -1)] | 33 | 000112211112201002211112202002212 | 4 | 0000
[('a', 1), ('b', 4), ('a', 3), ('b', -3), ('a', 2)] | 33 | 000022111102201022211122202012211 | 4 | 1010
[('b', 2), ('a', 1), ('b', -4), ('a', 1), ('b', -2)] | 33 | 001122010022111102202002211112202 | 4 | 0000
[('b', 3), ('a', 3), ('b', 2), ('a', -2), ('b', 5)] | 33 | 001222010222111122010122121112201 | 4 | 0000
[('b', 3), ('a', -3), ('b', -5), ('a', -1), ('b', 1)] | 33 | 001222010222121112202002212102201 | 4 | 0000
[('b', 4), ('a', -5), ('b', -3), ('a', 5), ('b', -3)] | 35 | 00110220101122121222020112211122202 | 4 | 1010
[('a', 5), ('b', -2), ('a', 4), ('b', -3), ('a', -2)] | 34 | 0001122111122020102211122202012212 | 4 | 0000
[('a', -4), ('b', 4), ('a', -1), ('b', -2), ('a', 5)] | 35 | 00010221211022010022121122020112211 | 4 | 1010
[('a', -5), ('b', 2), ('a', 3), ('b', -2), ('a', -4)] | 34 | 0001122121122010222111122020102212 | 6 | 000000
[('a', 4), ('b', 3), ('a', -4), ('b', 2), ('a', 3)] | 34 | 0001022111222010102212112201022211 | 4 | 1010
[('a', 1), ('b', 2), ('a', 4), ('b', -4), ('a', -2)] | 34 | 0000221111220101022111102202012212 | 4 | 1010
[('b', 1), ('a', 1), ('b', -4), ('a', 5), ('b', -2)] | 34 | 0010220100221111022020112211112202 | 4 | 1010
[('b', -2), ('a', 1), ('b', 4), ('a', -2), ('b', -5)] | 34 | 0011220200221111022010122121112202 | 4 | 0000
[('b', -5), ('a', -4), ('b', -5), ('a', 5), ('b', -5)] | 37 | 0011122020102212111220201122111112202 | 4 | 0000
[('b', -5), ('a', 1), ('b', 4), ('a', -5), ('b', -4)] | 36 | 001112202002211110220101122121102202 | 4 | 0000
[('a', -4), ('b', 2), ('a', 4), ('b', 1), ('a', -3)] | 34 | 0001022121122010102211102201022212 | 6 | 000000
[('b', -1), ('a', 4), ('b', 5), ('a', 5), ('b', -3)] | 35 | 00102202010221111122010112211122202 | 4 | 1010
[('b', -5), ('a', -1), ('b', 2), ('a', 3), ('b', 3)] | 33 | 001112202002212112201022211122201 | 4 | 0000
[('a', -1), ('b', -2), ('a', 3), ('b', -4), ('a', -3)] | 33 | 000022121122020222111102202022212 | 4 | 0000
[('a', -5), ('b', -4), ('a', 5), ('b', -5), ('a', 2)] | 36 | 000112212110220201122111112202012211 | 4 | 0000
[('a', -4), ('b', 1), ('a', -3), ('b', -3), ('a', -4)] | 34 | 0001022121022010222121222020102212 | 4 | 0000
[('a', 2), ('b', 5), ('a', -2), ('b', -4), ('a', 5)] | 35 | 00012211111220101221211022020112211 | 4 | 0000
[('b', 2), ('a', 1), ('b', 5), ('a', 5), ('b', 5)] | 35 | 00112201002211111220101122111112201 | 6 | 000000
[('a', -5), ('b', -5), ('a', -1), ('b', 1), ('a', -3)] | 34 | 0001122121112202002212102201022212 | 4 | 1010
[('a', 3), ('b', -5), ('a', -4), ('b', -3), ('a', 1)] | 34 | 0002221111122020102212122202002211 | 4 | 1010
[('b', -3), ('a', 4), ('b', 3), ('a', 1), ('b', -1)] | 33 | 001222020102211122201002211102202 | 4 | 0000
[('b', 4), ('a', 2), ('b', -3), ('a', 3), ('b', -2)] | 33 | 001102201012211122202022211112202 | 4 | 0000
[('a', -5), ('b', -2), ('a', 2), ('b', -4), ('a', 1)] | 34 | 0001122121122020122111102202002211 | 4 | 0000
[('b', 1), ('a', -5), ('b', 1), ('a', 5), ('b', -3)] | 34 | 0010220101122121022010112211122202 | 4 | 1010
[('a', -3), ('b', -4), ('a', 2), ('b', 2), ('a', -1)] | 33 | 000222121102202012211112201002212 | 4 | 0000
[('a', -2), ('b', 2), ('a', -5), ('b', -2), ('a', 4)] | 34 | 0001221211220101122121122020102211 | 6 | 000000
[('a', -3), ('b', 1), ('a', -5), ('b', -2), ('a', 1)] | 33 | 000222121022010112212112202002211 | 4 | 0000
[('a', -3), ('b', -5), ('a', -5), ('b', 2), ('a', -4)] | 35 | 00022212111220201122121122010102212 | 6 | 000000
[('a', 4), ('b', 1), ('a', -4), ('b', -1), ('a', 3)] | 34 | 0001022111022010102212102202022211 | 6 | 000000
[('b', -5), ('a', 1), ('b', 3), ('a', -1), ('b', -1)] | 33 | 001112202002211122201002212102202 | 6 | 101010
[('a', -1), ('b', -5), ('a', -2), ('b', -1), ('a', 2)] | 33 | 000022121112202012212102202012211 | 4 | 0000
[('a', 2), ('b', 4), ('a', 3), ('b', -2), ('a', -3)] | 33 | 000122111102201022211112202022212 | 4 | 0000
[('b', -3), ('a', -3), ('b', 4), ('a', -4), ('b', 5)] | 35 | 00122202022212110220101022121112201 | 4 | 0000
[('a', 2), ('b', 5), ('a', -3), ('b', -2), ('a', -3)] | 33 | 000122111112201022212112202022212 | 4 | 0000
[('a', 4), ('b', 5), ('a', 2), ('b', -4), ('a', -3)] | 35 | 00010221111122010122111102202022212 | 4 | 1010
[('a', -1), ('b', -5), ('a', 5), ('b', -2), ('a', 3)] | 34 | 0000221211122020112211112202022211 | 4 | 0000
[('a', 2), ('b', 2), ('a', 3), ('b', -2), ('a', -3)] | 32 | 00012211112201022211112202022212 | 4 | 0000
[('b', 5), ('a', -4), ('b', -3), ('a', -2), ('b', -5)] | 35 | 00111220101022121222020122121112202 | 6 | 000000
[('a', 2), ('b', 2), ('a', -2), ('b', 4), ('a', -4)] | 34 | 0001221111220101221211022010102212 | 4 | 0000
[('b', 5), ('a', -4), ('b', -1), ('a', 5), ('b', 3)] | 35 | 00111220101022121022020112211122201 | 4 | 0000
[('a', -3), ('b', -2), ('a', 1), ('b', 3), ('a', 1)] | 32 | 00022212112202002211122201002211 | 4 | 0000
[('b', -3), ('a', -1), ('b', 2), ('a', -4), ('b', 2)] | 33 | 001222020022121122010102212112201 | 4 | 0000
[('b', 3), ('a', -2), ('b', -1), ('a', 2), ('b', -5)] | 33 | 001222010122121022020122111112202 | 6 | 101010
[('b', 4), ('a', -5), ('b', 1), ('a', -4), ('b', 5)] | 36 | 001102201011221210220101022121112201 | 4 | 1010
[('b', 2), ('a', 4), ('b', 2), ('a', 3), ('b', 3)] | 33 | 001122010102211112201022211122201 | 4 | 0000
[('b', -4), ('a', -2), ('b', -5), ('a', 3), ('b', -3)] | 34 | 0011022020122121112202022211122202 | 4 | 0000
[('a', 2), ('b', -3), ('a', -2), ('b', -1), ('a', -5)] | 33 | 000122111222020122121022020112212 | 4 | 0000
[('b', 1), ('a', 5), ('b', -1), ('a', 2), ('b', 5)] | 34 | 0010220101122111022020122111112201 | 4 | 0000
[('b', 2), ('a', -4), ('b', -2), ('a', -3), ('b', -3)] | 33 | 001122010102212112202022212122202 | 4 | 0000
[('b', -1), ('a', -3), ('b', 5), ('a', 5), ('b', -3)] | 34 | 0010220202221211122010112211122202 | 4 | 0000
[('b', 2), ('a', -3), ('b', -1), ('a', 4), ('b', -4)] | 34 | 0011220102221210220201022111102202 | 4 | 0000
[('b', -5), ('a', -4), ('b', 4), ('a', 2), ('b', -1)] | 35 | 00111220201022121102201012211102202 | 4 | 0000
[('a', 1), ('b', -4), ('a', -5), ('b', 2), ('a', 2)] | 34 | 0000221111022020112212112201012211 | 4 | 0000
[('b', -1), ('a', -4), ('b', 2), ('a', -3), ('b', 2)] | 33 | 001022020102212112201022212112201 | 4 | 0000
[('a', 5), ('b', -3), ('a', 4), ('b', -1), ('a', 5)] | 35 | 00011221112220201022111022020112211 | 4 | 0000
[('a', 2), ('b', -4), ('a', -5), ('b', 4), ('a', -5)] | 36 | 000122111102202011221211022010112212 | 4 | 0000
[('a', 4), ('b', 5), ('a', -4), ('b', -1), ('a', -2)] | 35 | 00010221111122010102212102202012212 | 4 | 0000
[('b', -3), ('a', 5), ('b', -1), ('a', -1), ('b', -4)] | 34 | 0012220201122111022020022121102202 | 4 | 0000
[('a', 3), ('b', 5), ('a', 2), ('b', 5), ('a', -1)] | 34 | 0002221111122010122111112201002212 | 4 | 0000
[('a', -3), ('b', 3), ('a', -1), ('b', 2), ('a', -1)] | 32 | 00022212122201002212112201002212 | 4 | 0000
[('b', -2), ('a', 1), ('b', -5), ('a', 2), ('b', -4)] | 34 | 0011220200221111122020122111102202 | 4 | 1010
[('b', 1), ('a', -3), ('b', 2), ('a', 3), ('b', -2)] | 32 | 00102201022212112201022211112202 | 4 | 1010
[('a', -5), ('b', 3), ('a', 1), ('b', -3), ('a', -3)] | 33 | 000112212122201002211122202022212 | 4 | 0000
